Obs,"Diagnosis
Code",Code Description,"Code Valid
in FY2017 
(10/1/16 - 9/30/17)",,,,,"CC Age Split 
[use AGE_LAST]",CC Sex Split,CC,Additional CC,Footnote,FY,Type
2126,E71440,Ruvalcaba-Myhre-Smith syndrome,Y,,,,,,,29,,,2017,Commercial
2127,E71448,Other secondary carnitine deficiency,Y,,,,,,,29,,,2017,Commercial
2128,E7150,"Peroxisomal disorder, unspecified",Y,,,,,,,28,,,2017,Commercial
2129,E71510,Zellweger syndrome,Y,,,,,,,28,,,2017,Commercial
2130,E71511,Neonatal adrenoleukodystrophy,Y,,,,,,,28,,,2017,Commercial
2131,E71518,Other disorders of peroxisome biogenesis,Y,,,,,,,28,,,2017,Commercial
2132,E71520,Childhood cerebral X-linked adrenoleukodystrophy,Y,,,,,,,28,,,2017,Commercial
2133,E71521,Adolescent X-linked adrenoleukodystrophy,Y,,,,,,,28,,,2017,Commercial
2134,E71522,Adrenomyeloneuropathy,Y,,,,,,,28,,,2017,Commercial
2135,E71528,Other X-linked adrenoleukodystrophy,Y,,,,,,,28,,,2017,Commercial
2136,E71529,"X-linked adrenoleukodystrophy, unspecified type",Y,,,,,,,28,,,2017,Commercial
2137,E7153,Other group 2 peroxisomal disorders,Y,,,,,,,28,,,2017,Commercial
2138,E71540,Rhizomelic chondrodysplasia punctata,Y,,,,,,,28,,,2017,Commercial
2139,E71541,Zellweger-like syndrome,Y,,,,,,,28,,,2017,Commercial
2140,E71542,Other group 3 peroxisomal disorders,Y,,,,,,,28,,,2017,Commercial
2141,E71548,Other peroxisomal disorders,Y,,,,,,,28,,,2017,Commercial
2142,E7200,"Disorders of amino-acid transport, unspecified",Y,,,,,,,28,,,2017,Commercial
2143,E7201,Cystinuria,Y,,,,,,,28,,,2017,Commercial
2144,E7202,Hartnup's disease,Y,,,,,,,28,,,2017,Commercial
2145,E7203,Lowe's syndrome,Y,,,,,,,28,,,2017,Commercial
2146,E7204,Cystinosis,Y,,,,,,,28,,,2017,Commercial
2147,E7209,Other disorders of amino-acid transport,Y,,,,,,,28,,,2017,Commercial
2148,E7210,"Disorders of sulfur-bearing amino-acid metabolism, unspecified",Y,,,,,,,28,,,2017,Commercial
2149,E7211,Homocystinuria,Y,,,,,,,28,,,2017,Commercial
2150,E7212,Methylenetetrahydrofolate reductase deficiency,Y,,,,,,,28,,,2017,Commercial
2151,E7219,Other disorders of sulfur-bearing amino-acid metabolism,Y,,,,,,,28,,,2017,Commercial
2152,E7220,"Disorder of urea cycle metabolism, unspecified",Y,,,,,,,28,,,2017,Commercial
2153,E7221,Argininemia,Y,,,,,,,28,,,2017,Commercial
2154,E7222,Arginosuccinic aciduria,Y,,,,,,,28,,,2017,Commercial
2155,E7223,Citrullinemia,Y,,,,,,,28,,,2017,Commercial
2156,E7229,Other disorders of urea cycle metabolism,Y,,,,,,,28,,,2017,Commercial
2157,E723,Disorders of lysine and hydroxylysine metabolism,Y,,,,,,,28,,,2017,Commercial
2158,E724,Disorders of ornithine metabolism,Y,,,,,,,28,,,2017,Commercial
2159,E7250,"Disorder of glycine metabolism, unspecified",Y,,,,,,,28,,,2017,Commercial
2160,E7251,Non-ketotic hyperglycinemia,Y,,,,,,,28,,,2017,Commercial
2161,E7252,Trimethylaminuria,Y,,,,,,,28,,,2017,Commercial
2162,E7253,Hyperoxaluria,Y,,,,,,,28,,,2017,Commercial
2163,E7259,Other disorders of glycine metabolism,Y,,,,,,,28,,,2017,Commercial
2164,E728,Other specified disorders of amino-acid metabolism,Y,,,,,,,28,,,2017,Commercial
2165,E729,"Disorder of amino-acid metabolism, unspecified",Y,,,,,,,28,,,2017,Commercial
2166,E7400,"Glycogen storage disease, unspecified",Y,,,,,,,27,,,2017,Commercial
2167,E7401,von Gierke disease,Y,,,,,,,27,,,2017,Commercial
2168,E7402,Pompe disease,Y,,,,,,,27,,,2017,Commercial
2169,E7403,Cori disease,Y,,,,,,,27,,,2017,Commercial
2170,E7404,McArdle disease,Y,,,,,,,27,,,2017,Commercial
2171,E7409,Other glycogen storage disease,Y,,,,,,,27,,,2017,Commercial
2172,E7420,"Disorders of galactose metabolism, unspecified",Y,,,,,,,28,,,2017,Commercial
2173,E7421,Galactosemia,Y,,,,,,,28,,,2017,Commercial
2174,E7429,Other disorders of galactose metabolism,Y,,,,,,,28,,,2017,Commercial
2175,E744,Disorders of pyruvate metabolism and gluconeogenesis,Y,,,,,,,28,,,2017,Commercial
2176,E748,Other specified disorders of carbohydrate metabolism,Y,,,,,,,28,,,2017,Commercial
2177,E749,"Disorder of carbohydrate metabolism, unspecified",Y,,,,,,,28,,,2017,Commercial
2178,E7500,"GM2 gangliosidosis, unspecified",Y,,,,,,,119,,,2017,Commercial
2179,E7501,Sandhoff disease,Y,,,,,,,119,,,2017,Commercial
2180,E7502,Tay-Sachs disease,Y,,,,,,,119,,,2017,Commercial
2181,E7509,Other GM2 gangliosidosis,Y,,,,,,,119,,,2017,Commercial
2182,E7510,Unspecified gangliosidosis,Y,,,,,,,119,,,2017,Commercial
2183,E7511,Mucolipidosis IV,Y,,,,,,,119,,,2017,Commercial
2184,E7519,Other gangliosidosis,Y,,,,,,,119,,,2017,Commercial
2185,E7521,Fabry (-Anderson) disease,Y,,,,,,,27,,,2017,Commercial
2186,E7522,Gaucher disease,Y,,,,,,,27,,,2017,Commercial
2187,E7523,Krabbe disease,Y,,,,,,,119,,,2017,Commercial
2188,E75240,Niemann-Pick disease type A,Y,,,,,,,27,,,2017,Commercial
2189,E75241,Niemann-Pick disease type B,Y,,,,,,,27,,,2017,Commercial
2190,E75242,Niemann-Pick disease type C,Y,,,,,,,27,,,2017,Commercial
2191,E75243,Niemann-Pick disease type D,Y,,,,,,,27,,,2017,Commercial
2192,E75248,Other Niemann-Pick disease,Y,,,,,,,27,,,2017,Commercial
2193,E75249,"Niemann-Pick disease, unspecified",Y,,,,,,,27,,,2017,Commercial
2194,E7525,Metachromatic leukodystrophy,Y,,,,,,,119,,,2017,Commercial
2195,E7529,Other sphingolipidosis,Y,,,,,,,119,,,2017,Commercial
2196,E753,"Sphingolipidosis, unspecified",Y,,,,,,,27,,,2017,Commercial
2197,E754,Neuronal ceroid lipofuscinosis,Y,,,,,,,119,,,2017,Commercial
2198,E7601,Hurler's syndrome,Y,,,,,,,26,,,2017,Commercial
2199,E7602,Hurler-Scheie syndrome,Y,,,,,,,26,,,2017,Commercial
2200,E7603,Scheie's syndrome,Y,,,,,,,26,,,2017,Commercial
2201,E761,"Mucopolysaccharidosis, type II",Y,,,,,,,26,,,2017,Commercial
2202,E76210,Morquio A mucopolysaccharidoses,Y,,,,,,,26,,,2017,Commercial
2203,E76211,Morquio B mucopolysaccharidoses,Y,,,,,,,26,,,2017,Commercial
2204,E76219,"Morquio mucopolysaccharidoses, unspecified",Y,,,,,,,26,,,2017,Commercial
2205,E7622,Sanfilippo mucopolysaccharidoses,Y,,,,,,,26,,,2017,Commercial
2206,E7629,Other mucopolysaccharidoses,Y,,,,,,,26,,,2017,Commercial
2207,E763,"Mucopolysaccharidosis, unspecified",Y,,,,,,,26,,,2017,Commercial
2208,E768,Other disorders of glucosaminoglycan metabolism,Y,,,,,,,26,,,2017,Commercial
2209,E769,"Glucosaminoglycan metabolism disorder, unspecified",Y,,,,,,,26,,,2017,Commercial
2210,E770,Defects in post-translational modification of lysosomal enzymes,Y,,,,,,,27,,,2017,Commercial
2211,E771,Defects in glycoprotein degradation,Y,,,,,,,28,,,2017,Commercial
2212,E778,Other disorders of glycoprotein metabolism,Y,,,,,,,27,,,2017,Commercial
2213,E779,"Disorder of glycoprotein metabolism, unspecified",Y,,,,,,,27,,,2017,Commercial
2214,E7871,Barth syndrome,Y,,,,,,,97,,,2017,Commercial
2215,E7872,Smith-Lemli-Opitz syndrome,Y,,,,,,,97,,,2017,Commercial
2216,E791,Lesch-Nyhan syndrome,Y,,,,,,,29,,,2017,Commercial
2217,E792,Myoadenylate deaminase deficiency,Y,,,,,,,29,,,2017,Commercial
2218,E798,Other disorders of purine and pyrimidine metabolism,Y,,,,,,,29,,,2017,Commercial
2219,E799,"Disorder of purine and pyrimidine metabolism, unspecified",Y,,,,,,,29,,,2017,Commercial
2220,E800,Hereditary erythropoietic porphyria,Y,,,,,,,29,,,2017,Commercial
2221,E801,Porphyria cutanea tarda,Y,,,,,,,29,,,2017,Commercial
2222,E8020,Unspecified porphyria,Y,,,,,,,29,,,2017,Commercial
2223,E8021,Acute intermittent (hepatic) porphyria,Y,,,,,,,29,,,2017,Commercial
2224,E8029,Other porphyria,Y,,,,,,,29,,,2017,Commercial
2225,E803,Defects of catalase and peroxidase,Y,,,,,,,29,,,2017,Commercial
2226,E840,Cystic fibrosis with pulmonary manifestations,Y,,,,,,,159,,,2017,Commercial
2227,E8411,Meconium ileus in cystic fibrosis,Y,,,,,,,159,,,2017,Commercial
2228,E8419,Cystic fibrosis with other intestinal manifestations,Y,,,,,,,159,,,2017,Commercial
2229,E848,Cystic fibrosis with other manifestations,Y,,,,,,,159,,,2017,Commercial
2230,E849,"Cystic fibrosis, unspecified",Y,,,,,,,159,,,2017,Commercial
2231,E850,Non-neuropathic heredofamilial amyloidosis,Y,,,,,,,29,,,2017,Commercial
2232,E851,Neuropathic heredofamilial amyloidosis,Y,,,,,,,29,,,2017,Commercial
2233,E852,"Heredofamilial amyloidosis, unspecified",Y,,,,,,,29,,,2017,Commercial
2234,E853,Secondary systemic amyloidosis,Y,,,,,,,29,,,2017,Commercial
2235,E854,Organ-limited amyloidosis,Y,,,,,,,29,,,2017,Commercial
2236,E858,Other amyloidosis,Y,,,,,,,29,,,2017,Commercial
2240,E859,"Amyloidosis, unspecified",Y,,,,,,,29,,,2017,Commercial
2241,E8801,Alpha-1-antitrypsin deficiency,Y,,,,,,,29,,,2017,Commercial
2242,E883,Tumor lysis syndrome,Y,,,,,,,8,,,2017,Commercial
2243,E8840,"Mitochondrial metabolism disorder, unspecified",Y,,,,,,,28,,,2017,Commercial
2244,E8841,MELAS syndrome,Y,,,,,,,28,,,2017,Commercial
2245,E8842,MERRF syndrome,Y,,,,,,,28,,,2017,Commercial
2246,E8849,Other mitochondrial metabolism disorders,Y,,,,,,,28,,,2017,Commercial
2247,E8889,Other specified metabolic disorders,Y,,,,,,,29,,,2017,Commercial
2248,E892,Postprocedural hypoparathyroidism,Y,,,,,,,30,,,2017,Commercial
2249,E893,Postprocedural hypopituitarism,Y,,,,,,,30,,,2017,Commercial
2250,E896,Postprocedural adrenocortical (-medullary) hypofunction,Y,,,,,,,30,,,2017,Commercial
2251,F11150,Opioid abuse with opioid-induced psychotic disorder with delusions,Y,,,,,,,81,,,2017,Commercial
2252,F11151,Opioid abuse with opioid-induced psychotic disorder with hallucinations,Y,,,,,,,81,,,2017,Commercial
2253,F11159,"Opioid abuse with opioid-induced psychotic disorder, unspecified",Y,,,,,,,81,,,2017,Commercial
2254,F1120,"Opioid dependence, uncomplicated",Y,,,,,,,82,,,2017,Commercial
2255,F1121,"Opioid dependence, in remission",Y,,,,,,,82,,,2017,Commercial
2256,F11220,"Opioid dependence with intoxication, uncomplicated",Y,,,,,,,82,,,2017,Commercial
2257,F11221,Opioid dependence with intoxication delirium,Y,,,,,,,82,,,2017,Commercial
2258,F11222,Opioid dependence with intoxication with perceptual disturbance,Y,,,,,,,82,,,2017,Commercial
2259,F11229,"Opioid dependence with intoxication, unspecified",Y,,,,,,,82,,,2017,Commercial
2260,F1123,Opioid dependence with withdrawal,Y,,,,,,,82,,,2017,Commercial
2261,F1124,Opioid dependence with opioid-induced mood disorder,Y,,,,,,,82,,,2017,Commercial
2262,F11250,Opioid dependence with opioid-induced psychotic disorder with delusions,Y,,,,,,,81,,,2017,Commercial
2263,F11251,Opioid dependence with opioid-induced psychotic disorder with hallucinations,Y,,,,,,,81,,,2017,Commercial
2264,F11259,"Opioid dependence with opioid-induced psychotic disorder, unspecified",Y,,,,,,,81,,,2017,Commercial
2265,F11281,Opioid dependence with opioid-induced sexual dysfunction,Y,,,,,,,82,,,2017,Commercial
2266,F11282,Opioid dependence with opioid-induced sleep disorder,Y,,,,,,,82,,,2017,Commercial
2267,F11288,Opioid dependence with other opioid-induced disorder,Y,,,,,,,82,,,2017,Commercial
2268,F1129,Opioid dependence with unspecified opioid-induced disorder,Y,,,,,,,82,,,2017,Commercial
2269,F1193,"Opioid use, unspecified with withdrawal",Y,,,,,,,82,,,2017,Commercial
2270,F11950,"Opioid use, unspecified with opioid-induced psychotic disorder with delusions",Y,,,,,,,81,,,2017,Commercial
2271,F11951,"Opioid use, unspecified with opioid-induced psychotic disorder with hallucinations",Y,,,,,,,81,,,2017,Commercial
2272,F11959,"Opioid use, unspecified with opioid-induced psychotic disorder, unspecified",Y,,,,,,,81,,,2017,Commercial
2273,F12150,Cannabis abuse with psychotic disorder with delusions,Y,,,,,,,81,,,2017,Commercial
2274,F12151,Cannabis abuse with psychotic disorder with hallucinations,Y,,,,,,,81,,,2017,Commercial
2275,F12159,"Cannabis abuse with psychotic disorder, unspecified",Y,,,,,,,81,,,2017,Commercial
2276,F12250,Cannabis dependence with psychotic disorder with delusions,Y,,,,,,,81,,,2017,Commercial
2277,F12251,Cannabis dependence with psychotic disorder with hallucinations,Y,,,,,,,81,,,2017,Commercial
2278,F12259,"Cannabis dependence with psychotic disorder, unspecified",Y,,,,,,,81,,,2017,Commercial
2279,F12950,"Cannabis use, unspecified with psychotic disorder with delusions",Y,,,,,,,81,,,2017,Commercial
2280,F12951,"Cannabis use, unspecified with psychotic disorder with hallucinations",Y,,,,,,,81,,,2017,Commercial
2281,F12959,"Cannabis use, unspecified with psychotic disorder, unspecified",Y,,,,,,,81,,,2017,Commercial
2282,F13150,"Sedative, hypnotic or anxiolytic abuse with sedative, hypnotic or anxiolytic-induced psychotic disorder with delusions",Y,,,,,,,81,,,2017,Commercial
2283,F13151,"Sedative, hypnotic or anxiolytic abuse with sedative, hypnotic or anxiolytic-induced psychotic disorder with hallucinations",Y,,,,,,,81,,,2017,Commercial
2284,F13159,"Sedative, hypnotic or anxiolytic abuse with sedative, hypnotic or anxiolytic-induced psychotic disorder, unspecified",Y,,,,,,,81,,,2017,Commercial
2285,F1320,"Sedative, hypnotic or anxiolytic dependence, uncomplicated",Y,,,,,,,82,,,2017,Commercial
2286,F1321,"Sedative, hypnotic or anxiolytic dependence, in remission",Y,,,,,,,82,,,2017,Commercial
2287,F13220,"Sedative, hypnotic or anxiolytic dependence with intoxication, uncomplicated",Y,,,,,,,82,,,2017,Commercial
2288,F13221,"Sedative, hypnotic or anxiolytic dependence with intoxication delirium",Y,,,,,,,82,,,2017,Commercial
2289,F13229,"Sedative, hypnotic or anxiolytic dependence with intoxication, unspecified",Y,,,,,,,82,,,2017,Commercial
2290,F13230,"Sedative, hypnotic or anxiolytic dependence with withdrawal, uncomplicated",Y,,,,,,,82,,,2017,Commercial
2291,F13231,"Sedative, hypnotic or anxiolytic dependence with withdrawal delirium",Y,,,,,,,81,,,2017,Commercial
2292,F13232,"Sedative, hypnotic or anxiolytic dependence with withdrawal with perceptual disturbance",Y,,,,,,,81,,,2017,Commercial
2293,F13239,"Sedative, hypnotic or anxiolytic dependence with withdrawal, unspecified",Y,,,,,,,82,,,2017,Commercial
2294,F1324,"Sedative, hypnotic or anxiolytic dependence with sedative, hypnotic or anxiolytic-induced mood disorder",Y,,,,,,,82,,,2017,Commercial
2295,F13250,"Sedative, hypnotic or anxiolytic dependence with sedative, hypnotic or anxiolytic-induced psychotic disorder with delusions",Y,,,,,,,81,,,2017,Commercial
2296,F13251,"Sedative, hypnotic or anxiolytic dependence with sedative, hypnotic or anxiolytic-induced psychotic disorder with hallucinations",Y,,,,,,,81,,,2017,Commercial
2297,F13259,"Sedative, hypnotic or anxiolytic dependence with sedative, hypnotic or anxiolytic-induced psychotic disorder, unspecified",Y,,,,,,,81,,,2017,Commercial
2298,F1326,"Sedative, hypnotic or anxiolytic dependence with sedative, hypnotic or anxiolytic-induced persisting amnestic disorder",Y,,,,,,,81,,,2017,Commercial
2299,F1327,"Sedative, hypnotic or anxiolytic dependence with sedative, hypnotic or anxiolytic-induced persisting dementia",Y,,,,,,,81,,,2017,Commercial
2300,F13280,"Sedative, hypnotic or anxiolytic dependence with sedative, hypnotic or anxiolytic-induced anxiety disorder",Y,,,,,,,82,,,2017,Commercial
2301,F13281,"Sedative, hypnotic or anxiolytic dependence with sedative, hypnotic or anxiolytic-induced sexual dysfunction",Y,,,,,,,82,,,2017,Commercial
2302,F13282,"Sedative, hypnotic or anxiolytic dependence with sedative, hypnotic or anxiolytic-induced sleep disorder",Y,,,,,,,82,,,2017,Commercial
2303,F13288,"Sedative, hypnotic or anxiolytic dependence with other sedative, hypnotic or anxiolytic-induced disorder",Y,,,,,,,82,,,2017,Commercial
2304,F1329,"Sedative, hypnotic or anxiolytic dependence with unspecified sedative, hypnotic or anxiolytic-induced disorder",Y,,,,,,,82,,,2017,Commercial
2305,F13930,"Sedative, hypnotic or anxiolytic use, unspecified with withdrawal, uncomplicated",Y,,,,,,,82,,,2017,Commercial
2306,F13931,"Sedative, hypnotic or anxiolytic use, unspecified with withdrawal delirium",Y,,,,,,,81,,,2017,Commercial
2307,F13932,"Sedative, hypnotic or anxiolytic use, unspecified with withdrawal with perceptual disturbances",Y,,,,,,,81,,,2017,Commercial
2308,F13939,"Sedative, hypnotic or anxiolytic use, unspecified with withdrawal, unspecified",Y,,,,,,,82,,,2017,Commercial
2309,F13950,"Sedative, hypnotic or anxiolytic use, unspecified with sedative, hypnotic or anxiolytic-induced psychotic disorder with delusions",Y,,,,,,,81,,,2017,Commercial
2310,F13951,"Sedative, hypnotic or anxiolytic use, unspecified with sedative, hypnotic or anxiolytic-induced psychotic disorder with hallucinations",Y,,,,,,,81,,,2017,Commercial
2311,F13959,"Sedative, hypnotic or anxiolytic use, unspecified with sedative, hypnotic or anxiolytic-induced psychotic disorder, unspecified",Y,,,,,,,81,,,2017,Commercial
2312,F1396,"Sedative, hypnotic or anxiolytic use, unspecified with sedative, hypnotic or anxiolytic-induced persisting amnestic disorder",Y,,,,,,,81,,,2017,Commercial
2313,F1397,"Sedative, hypnotic or anxiolytic use, unspecified with sedative, hypnotic or anxiolytic-induced persisting dementia",Y,,,,,,,81,,,2017,Commercial
2314,F14150,Cocaine abuse with cocaine-induced psychotic disorder with delusions,Y,,,,,,,81,,,2017,Commercial
2315,F14151,Cocaine abuse with cocaine-induced psychotic disorder with hallucinations,Y,,,,,,,81,,,2017,Commercial
