Obs,"Diagnosis
Code",Code Description,"Code Valid
in FY2019
(10/1/18 - 9/30/19)","FY2019 MCE
Age Condition
[use AGE_AT
_DIAGNOSIS]","FY2019
MCE Sex
Condition","CY2019 (FY19/FY20)
MCE Age
Condition
[use AGE_AT
_DIAGNOSIS]","CY2019
(FY19/FY20)
MCE Sex
Condition","CC Age Split
[use AGE_LAST]",CC Sex Split,CC,Additional CC,Footnote
2654,G546,Phantom limb syndrome with pain,Y,,,,,,,254,,
2655,G547,Phantom limb syndrome without pain,Y,,,,,,,254,,
2656,G610,Guillain-Barre syndrome,Y,,,,,,,115,,
2657,G611,Serum neuropathy,Y,,,,,,,115,,
2658,G6181,Chronic inflammatory demyelinating polyneuritis,Y,,,,,,,115,,
2659,G6182,Multifocal motor neuropathy,Y,,,,,,,115,,
2660,G6189,Other inflammatory polyneuropathies,Y,,,,,,,115,,
2661,G619,"Inflammatory polyneuropathy, unspecified",Y,,,,,,,115,,
2662,G620,Drug-induced polyneuropathy,Y,,,,,,,115,,
2663,G621,Alcoholic polyneuropathy,Y,,,,,,,115,,
2664,G622,Polyneuropathy due to other toxic agents,Y,,,,,,,115,,
2665,G6281,Critical illness polyneuropathy,Y,,,,,,,115,,
2666,G6282,Radiation-induced polyneuropathy,Y,,,,,,,115,,
2667,G63,Polyneuropathy in diseases classified elsewhere,Y,,,,,,,115,,
2668,G650,Sequelae of Guillain-Barre syndrome,Y,,,,,,,115,,
2669,G651,Sequelae of other inflammatory polyneuropathy,Y,,,,,,,115,,
2670,G652,Sequelae of toxic polyneuropathy,Y,,,,,,,115,,
2671,G7000,Myasthenia gravis without (acute) exacerbation,Y,,,,,,,115,,
2672,G7001,Myasthenia gravis with (acute) exacerbation,Y,,,,,,,115,,
2673,G701,Toxic myoneural disorders,Y,,,,,,,115,,
2674,G702,Congenital and developmental myasthenia,Y,,,,,,,115,,
2675,G7080,"Lambert-Eaton syndrome, unspecified",Y,,,,,,,115,,
2676,G7081,Lambert-Eaton syndrome in disease classified elsewhere,Y,,,,,,,115,,
2677,G7089,Other specified myoneural disorders,Y,,,,,,,115,,
2678,G709,"Myoneural disorder, unspecified",Y,,,,,,,115,,
2679,G7100,"Muscular dystrophy, unspecified",Y,,,,,,,117,,
2680,G7101,Duchenne or Becker muscular dystrophy,Y,,,,,,,117,,
2681,G7102,Facioscapulohumeral muscular dystrophy,Y,,,,,,,117,,
2682,G7109,Other specified muscular dystrophies,Y,,,,,,,117,,
2683,G7111,Myotonic muscular dystrophy,Y,,,,,,,117,,
2684,G712,Congenital myopathies,Y,,,,,,,117,,
2685,G731,Lambert-Eaton syndrome in neoplastic disease,Y,,,,,,,115,,
2686,G733,Myasthenic syndromes in other diseases classified elsewhere,Y,,,,,,,115,,
2687,G800,Spastic quadriplegic cerebral palsy,Y,,,,,,,112,,
2688,G801,Spastic diplegic cerebral palsy,Y,,,,,,,113,,
2689,G802,Spastic hemiplegic cerebral palsy,Y,,,,,,,113,,
2690,G803,Athetoid cerebral palsy,Y,,,,,,,113,,
2691,G804,Ataxic cerebral palsy,Y,,,,,,,113,,
2692,G808,Other cerebral palsy,Y,,,,,,,113,,
2693,G809,"Cerebral palsy, unspecified",Y,,,,,,,113,,
2694,G8100,Flaccid hemiplegia affecting unspecified side,Y,,,,,,,150,,
2695,G8101,Flaccid hemiplegia affecting right dominant side,Y,,,,,,,150,,
2696,G8102,Flaccid hemiplegia affecting left dominant side,Y,,,,,,,150,,
2697,G8103,Flaccid hemiplegia affecting right nondominant side,Y,,,,,,,150,,
2698,G8104,Flaccid hemiplegia affecting left nondominant side,Y,,,,,,,150,,
2699,G8110,Spastic hemiplegia affecting unspecified side,Y,,,,,,,150,,
2700,G8111,Spastic hemiplegia affecting right dominant side,Y,,,,,,,150,,
2701,G8112,Spastic hemiplegia affecting left dominant side,Y,,,,,,,150,,
2702,G8113,Spastic hemiplegia affecting right nondominant side,Y,,,,,,,150,,
2703,G8114,Spastic hemiplegia affecting left nondominant side,Y,,,,,,,150,,
2704,G8190,"Hemiplegia, unspecified affecting unspecified side",Y,,,,,,,150,,
2705,G8191,"Hemiplegia, unspecified affecting right dominant side",Y,,,,,,,150,,
2706,G8192,"Hemiplegia, unspecified affecting left dominant side",Y,,,,,,,150,,
2707,G8193,"Hemiplegia, unspecified affecting right nondominant side",Y,,,,,,,150,,
2708,G8194,"Hemiplegia, unspecified affecting left nondominant side",Y,,,,,,,150,,
2709,G8220,"Paraplegia, unspecified",Y,,,,,,,109,,
2710,G8221,"Paraplegia, complete",Y,,,,,,,109,,
2711,G8222,"Paraplegia, incomplete",Y,,,,,,,109,,
2712,G8250,"Quadriplegia, unspecified",Y,,,,,,,107,,
2713,G8251,"Quadriplegia, C1-C4 complete",Y,,,,,,,107,,
2714,G8252,"Quadriplegia, C1-C4 incomplete",Y,,,,,,,107,,
2715,G8253,"Quadriplegia, C5-C7 complete",Y,,,,,,,107,,
2716,G8254,"Quadriplegia, C5-C7 incomplete",Y,,,,,,,107,,
2717,G830,Diplegia of upper limbs,Y,,,,,,,151,,
2718,G8310,Monoplegia of lower limb affecting unspecified side,Y,,,,,,,151,,
2719,G8311,Monoplegia of lower limb affecting right dominant side,Y,,,,,,,151,,
2720,G8312,Monoplegia of lower limb affecting left dominant side,Y,,,,,,,151,,
2721,G8313,Monoplegia of lower limb affecting right nondominant side,Y,,,,,,,151,,
2722,G8314,Monoplegia of lower limb affecting left nondominant side,Y,,,,,,,151,,
2723,G8320,Monoplegia of upper limb affecting unspecified side,Y,,,,,,,151,,
2724,G8321,Monoplegia of upper limb affecting right dominant side,Y,,,,,,,151,,
2725,G8322,Monoplegia of upper limb affecting left dominant side,Y,,,,,,,151,,
2726,G8323,Monoplegia of upper limb affecting right nondominant side,Y,,,,,,,151,,
2727,G8324,Monoplegia of upper limb affecting left nondominant side,Y,,,,,,,151,,
2728,G8330,"Monoplegia, unspecified affecting unspecified side",Y,,,,,,,151,,
2729,G8331,"Monoplegia, unspecified affecting right dominant side",Y,,,,,,,151,,
2730,G8332,"Monoplegia, unspecified affecting left dominant side",Y,,,,,,,151,,
2731,G8333,"Monoplegia, unspecified affecting right nondominant side",Y,,,,,,,151,,
2732,G8334,"Monoplegia, unspecified affecting left nondominant side",Y,,,,,,,151,,
2733,G834,Cauda equina syndrome,Y,,,,,,,110,,
2734,G835,Locked-in state,Y,,,,,,,122,,
2735,G8381,Brown-Sequard syndrome,Y,,,,,,,151,,
2736,G8382,Anterior cord syndrome,Y,,,,,,,151,,
2737,G8383,Posterior cord syndrome,Y,,,,,,,151,,
2738,G8384,Todd's paralysis (postepileptic),Y,,,,,,,151,,
2739,G8389,Other specified paralytic syndromes,Y,,,,,,,151,,
2740,G839,"Paralytic syndrome, unspecified",Y,,,,,,,151,,
2741,G901,Familial dysautonomia [Riley-Day],Y,,,,,,,114,,
2742,G903,Multi-system degeneration of the autonomic nervous system,Y,,,,,,,119,,
2743,G910,Communicating hydrocephalus,Y,,,,,,,121,,
2744,G911,Obstructive hydrocephalus,Y,,,,,,,121,,
2745,G912,(Idiopathic) normal pressure hydrocephalus,Y,,,,,,,121,,
2746,G913,"Post-traumatic hydrocephalus, unspecified",Y,,,,,,,121,,
2747,G914,Hydrocephalus in diseases classified elsewhere,Y,,,,,,,121,,
2748,G918,Other hydrocephalus,Y,,,,,,,121,,
2749,G919,"Hydrocephalus, unspecified",Y,,,,,,,121,,
2750,G931,"Anoxic brain damage, not elsewhere classified",Y,,,,,,,122,,
2751,G935,Compression of brain,Y,,,,,,,122,,
2752,G936,Cerebral edema,Y,,,,,,,122,,
2753,G937,Reye's syndrome,Y,0 <= age <= 17,,0 <= age <= 17,,,,119,,
2754,G950,Syringomyelia and syringobulbia,Y,,,,,,,110,,
2755,G9511,Acute infarction of spinal cord (embolic) (nonembolic),Y,,,,,,,110,,
2756,G9519,Other vascular myelopathies,Y,,,,,,,110,,
2757,G9520,Unspecified cord compression,Y,,,,,,,110,,
2758,G9529,Other cord compression,Y,,,,,,,110,,
2759,G9581,Conus medullaris syndrome,Y,,,,,,,110,,
2760,G9589,Other specified diseases of spinal cord,Y,,,,,,,110,,
2761,G959,"Disease of spinal cord, unspecified",Y,,,,,,,110,,
2762,G992,Myelopathy in diseases classified elsewhere,Y,,,,,,,110,,
2763,H49811,"Kearns-Sayre syndrome, right eye",Y,,,,,,,28,,
2764,H49812,"Kearns-Sayre syndrome, left eye",Y,,,,,,,28,,
2765,H49813,"Kearns-Sayre syndrome, bilateral",Y,,,,,,,28,,
2766,H49819,"Kearns-Sayre syndrome, unspecified eye",Y,,,,,,,28,,
2767,I0981,Rheumatic heart failure,Y,,,,,,,130,,
2768,I110,Hypertensive heart disease with heart failure,Y,,,,,,,130,,
2769,I120,Hypertensive chronic kidney disease with stage 5 chronic kidney disease or end stage renal disease,Y,,,,,,,187,,
2770,I130,"Hypertensive heart and chronic kidney disease with heart failure and stage 1 through stage 4 chronic kidney disease, or unspecified chronic kidney disease",Y,,,,,,,130,,
2771,I1311,"Hypertensive heart and chronic kidney disease without heart failure, with stage 5 chronic kidney disease, or end stage renal disease",Y,,,,,,,187,,
2772,I132,"Hypertensive heart and chronic kidney disease with heart failure and with stage 5 chronic kidney disease, or end stage renal disease",Y,,,,,,,130,187,
2773,I200,Unstable angina,Y,,,,,,,132,,
2774,I2101,ST elevation (STEMI) myocardial infarction involving left main coronary artery,Y,,,,,,,131,,
2775,I2102,ST elevation (STEMI) myocardial infarction involving left anterior descending coronary artery,Y,,,,,,,131,,
2776,I2109,ST elevation (STEMI) myocardial infarction involving other coronary artery of anterior wall,Y,,,,,,,131,,
2777,I2111,ST elevation (STEMI) myocardial infarction involving right coronary artery,Y,,,,,,,131,,
2778,I2119,ST elevation (STEMI) myocardial infarction involving other coronary artery of inferior wall,Y,,,,,,,131,,
2779,I2121,ST elevation (STEMI) myocardial infarction involving left circumflex coronary artery,Y,,,,,,,131,,
2780,I2129,ST elevation (STEMI) myocardial infarction involving other sites,Y,,,,,,,131,,
2781,I213,ST elevation (STEMI) myocardial infarction of unspecified site,Y,,,,,,,131,,
2782,I214,Non-ST elevation (NSTEMI) myocardial infarction,Y,,,,,,,131,,
2783,I219,"Acute myocardial infarction, unspecified",Y,,,,,,,131,,
2784,I21A1,Myocardial infarction type 2,Y,,,,,,,131,,
2785,I21A9,Other myocardial infarction type,Y,,,,,,,131,,
2786,I220,Subsequent ST elevation (STEMI) myocardial infarction of anterior wall,Y,,,,,,,131,,
2787,I221,Subsequent ST elevation (STEMI) myocardial infarction of inferior wall,Y,,,,,,,131,,
2788,I222,Subsequent non-ST elevation (NSTEMI) myocardial infarction,Y,,,,,,,131,,
2789,I228,Subsequent ST elevation (STEMI) myocardial infarction of other sites,Y,,,,,,,131,,
2790,I229,Subsequent ST elevation (STEMI) myocardial infarction of unspecified site,Y,,,,,,,131,,
2791,I230,Hemopericardium as current complication following acute myocardial infarction,Y,age >=15,,age >=15,,,,132,,
2792,I231,Atrial septal defect as current complication following acute myocardial infarction,Y,age >=15,,age >=15,,,,132,,
2793,I232,Ventricular septal defect as current complication following acute myocardial infarction,Y,age >=15,,age >=15,,,,132,,
2794,I233,Rupture of cardiac wall without hemopericardium as current complication following acute myocardial infarction,Y,age >=15,,age >=15,,,,132,,
2795,I234,Rupture of chordae tendineae as current complication following acute myocardial infarction,Y,,,,,,,131,,
2796,I235,Rupture of papillary muscle as current complication following acute myocardial infarction,Y,,,,,,,131,,
2797,I236,"Thrombosis of atrium, auricular appendage, and ventricle as current complications following acute myocardial infarction",Y,age >=15,,age >=15,,,,132,,
2798,I237,Postinfarction angina,Y,age >=15,,age >=15,,,,132,,
2799,I238,Other current complications following acute myocardial infarction,Y,age >=15,,age >=15,,,,132,,
2800,I240,Acute coronary thrombosis not resulting in myocardial infarction,Y,,,,,,,132,,
2801,I241,Dressler's syndrome,Y,,,,,,,132,,
2802,I248,Other forms of acute ischemic heart disease,Y,,,,,,,132,,
2803,I249,"Acute ischemic heart disease, unspecified",Y,,,,,,,132,,
2804,I25110,Atherosclerotic heart disease of native coronary artery with unstable angina pectoris,Y,age >=15,,age >=15,,,,132,,
2805,I25700,"Atherosclerosis of coronary artery bypass graft(s), unspecified, with unstable angina pectoris",Y,age >=15,,age >=15,,,,132,,
2806,I25710,Atherosclerosis of autologous vein coronary artery bypass graft(s) with unstable angina pectoris,Y,age >=15,,age >=15,,,,132,,
2807,I25720,Atherosclerosis of autologous artery coronary artery bypass graft(s) with unstable angina pectoris,Y,age >=15,,age >=15,,,,132,,
2808,I25730,Atherosclerosis of nonautologous biological coronary artery bypass graft(s) with unstable angina pectoris,Y,age >=15,,age >=15,,,,132,,
2809,I25750,Atherosclerosis of native coronary artery of transplanted heart with unstable angina,Y,,,,,,,132,,
2810,I25760,Atherosclerosis of bypass graft of coronary artery of transplanted heart with unstable angina,Y,age >=15,,age >=15,,,,132,,
2811,I25790,Atherosclerosis of other coronary artery bypass graft(s) with unstable angina pectoris,Y,age >=15,,age >=15,,,,132,,
2812,I2601,Septic pulmonary embolism with acute cor pulmonale,Y,,,,,,,130,156,
2813,I2602,Saddle embolus of pulmonary artery with acute cor pulmonale,Y,,,,,,,130,156,
2814,I2609,Other pulmonary embolism with acute cor pulmonale,Y,,,,,,,130,156,
2815,I2690,Septic pulmonary embolism without acute cor pulmonale,Y,,,,,,,156,,
2816,I2692,Saddle embolus of pulmonary artery without acute cor pulmonale,Y,,,,,,,156,,
2819,I2699,Other pulmonary embolism without acute cor pulmonale,Y,,,,,,,156,,
2820,I270,Primary pulmonary hypertension,Y,,,,,,,130,,
2821,I271,Kyphoscoliotic heart disease,Y,,,,,,,130,,
2822,I2720,"Pulmonary hypertension, unspecified",Y,,,,,,,130,,
2823,I2721,Secondary pulmonary arterial hypertension,Y,,,,,,,130,,
2824,I2722,Pulmonary hypertension due to left heart disease,Y,,,,,,,130,,
2825,I2723,Pulmonary hypertension due to lung diseases and hypoxia,Y,,,,,,,130,,
2826,I2724,Chronic thromboembolic pulmonary hypertension,Y,,,,,,,130,,
2827,I2729,Other secondary pulmonary hypertension,Y,,,,,,,130,,
2828,I2781,Cor pulmonale (chronic),Y,,,,,,,130,,
2829,I2782,Chronic pulmonary embolism,Y,,,,,,,156,,
2830,I2783,Eisenmenger's syndrome,Y,,,,,,,130,,
2831,I2789,Other specified pulmonary heart diseases,Y,,,,,,,130,,
2832,I279,"Pulmonary heart disease, unspecified",Y,,,,,,,130,,
2833,I280,Arteriovenous fistula of pulmonary vessels,Y,,,,,,,130,,
2834,I281,Aneurysm of pulmonary artery,Y,,,,,,,130,,
2835,I288,Other diseases of pulmonary vessels,Y,,,,,,,130,,
2836,I289,"Disease of pulmonary vessels, unspecified",Y,,,,,,,130,,
2837,I300,Acute nonspecific idiopathic pericarditis,Y,,,,,,,135,,
2838,I301,Infective pericarditis,Y,,,,,,,135,,
2839,I308,Other forms of acute pericarditis,Y,,,,,,,135,,
2840,I309,"Acute pericarditis, unspecified",Y,,,,,,,135,,
2841,I310,Chronic adhesive pericarditis,Y,,,,,,,135,,
2842,I311,Chronic constrictive pericarditis,Y,,,,,,,135,,
2843,I312,"Hemopericardium, not elsewhere classified",Y,,,,,,,135,,
2844,I313,Pericardial effusion (noninflammatory),Y,,,,,,,135,,
2845,I314,Cardiac tamponade,Y,,,,,,,135,,
2846,I318,Other specified diseases of pericardium,Y,,,,,,,135,,
2847,I319,"Disease of pericardium, unspecified",Y,,,,,,,135,,
2848,I32,Pericarditis in diseases classified elsewhere,Y,,,,,,,135,,
2849,I330,Acute and subacute infective endocarditis,Y,,,,,,,135,,
2850,I339,"Acute and subacute endocarditis, unspecified",Y,,,,,,,135,,
2851,I400,Infective myocarditis,Y,,,,,,,135,,
2852,I401,Isolated myocarditis,Y,,,,,,,135,,
2853,I408,Other acute myocarditis,Y,,,,,,,135,,
2854,I409,"Acute myocarditis, unspecified",Y,,,,,,,135,,
2855,I41,Myocarditis in diseases classified elsewhere,Y,,,,,,,135,,
2856,I420,Dilated cardiomyopathy,Y,,,,,,,130,,
2857,I421,Obstructive hypertrophic cardiomyopathy,Y,,,,,,,130,,
2858,I422,Other hypertrophic cardiomyopathy,Y,,,,,,,130,,
2859,I423,Endomyocardial (eosinophilic) disease,Y,,,,,,,130,,
2860,I424,Endocardial fibroelastosis,Y,,,,,,,130,,
2861,I425,Other restrictive cardiomyopathy,Y,,,,,,,130,,
2862,I426,Alcoholic cardiomyopathy,Y,,,,,,,130,,
2863,I427,Cardiomyopathy due to drug and external agent,Y,,,,,,,130,,
2864,I428,Other cardiomyopathies,Y,,,,,,,130,,
2865,I429,"Cardiomyopathy, unspecified",Y,,,,,,,130,,
2866,I43,Cardiomyopathy in diseases classified elsewhere,Y,,,,,,,130,,
2867,I442,"Atrioventricular block, complete",Y,,,,,,,142,,
2868,I462,Cardiac arrest due to underlying cardiac condition,Y,,,,,,,127,,
2869,I468,Cardiac arrest due to other underlying condition,Y,,,,,,,127,,
2870,I469,"Cardiac arrest, cause unspecified",Y,,,,,,,127,,
2871,I470,Re-entry ventricular arrhythmia,Y,,,,,,,142,,
2872,I471,Supraventricular tachycardia,Y,,,,,,,142,,
2873,I472,Ventricular tachycardia,Y,,,,,,,142,,
2874,I479,"Paroxysmal tachycardia, unspecified",Y,,,,,,,142,,
2875,I480,Paroxysmal atrial fibrillation,Y,,,,,,,142,,
2876,I481,Persistent atrial fibrillation,Y,,,,,,,142,,
2879,I482,Chronic atrial fibrillation,Y,,,,,,,142,,
2882,I483,Typical atrial flutter,Y,,,,,,,142,,
2883,I484,Atypical atrial flutter,Y,,,,,,,142,,
2884,I4891,Unspecified atrial fibrillation,Y,,,,,,,142,,
2885,I4892,Unspecified atrial flutter,Y,,,,,,,142,,
2886,I4901,Ventricular fibrillation,Y,,,,,,,127,,
2887,I4902,Ventricular flutter,Y,,,,,,,127,,
2888,I492,Junctional premature depolarization,Y,,,,,,,142,,
2889,I495,Sick sinus syndrome,Y,,,,,,,142,,
2890,I501,"Left ventricular failure, unspecified",Y,,,,,,,130,,
2891,I5020,Unspecified systolic (congestive) heart failure,Y,,,,,,,130,,
2892,I5021,Acute systolic (congestive) heart failure,Y,,,,,,,130,,
2893,I5022,Chronic systolic (congestive) heart failure,Y,,,,,,,130,,
2894,I5023,Acute on chronic systolic (congestive) heart failure,Y,,,,,,,130,,
2895,I5030,Unspecified diastolic (congestive) heart failure,Y,,,,,,,130,,
2896,I5031,Acute diastolic (congestive) heart failure,Y,,,,,,,130,,
2897,I5032,Chronic diastolic (congestive) heart failure,Y,,,,,,,130,,
